stockcode,description,year,week,abc_class,total_quantity,total_revenue,transaction_count
22701,PINK DOG BOWL,2011,29,B,7,20.16,2
22701,PINK DOG BOWL,2011,30,B,1,2.95,1
22701,PINK DOG BOWL,2011,31,B,2,5.9,1
22701,PINK DOG BOWL,2011,34,B,8,23.6,2
22701,PINK DOG BOWL,2011,35,B,10,25.09,7
22701,PINK DOG BOWL,2011,36,B,4,9.84,2
22701,PINK DOG BOWL,2011,37,B,1,2.46,1
22701,PINK DOG BOWL,2011,38,B,4,9.84,4
22701,PINK DOG BOWL,2011,39,B,5,12.79,4
22701,PINK DOG BOWL,2011,40,B,4,9.84,3
22701,PINK DOG BOWL,2011,41,B,2,4.92,1
22701,PINK DOG BOWL,2011,42,B,3,7.87,2
22701,PINK DOG BOWL,2011,43,B,1,2.46,1
22701,PINK DOG BOWL,2011,44,B,5,12.79,2
22701,PINK DOG BOWL,2011,45,B,6,14.76,3
22701,PINK DOG BOWL,2011,46,B,8,20.66,6
22701,PINK DOG BOWL,2011,47,B,13,33.45,7
22701,PINK DOG BOWL,2011,48,B,21,39.97,8
22701,PINK DOG BOWL,2011,49,B,70,87.03,15
22702,BLACK AND WHITE CAT BOWL,2010,48,B,1,2.1,1
22702,BLACK AND WHITE CAT BOWL,2010,49,B,1,2.1,1
22702,BLACK AND WHITE CAT BOWL,2010,50,B,168,109.19999999999999,6
22702,BLACK AND WHITE CAT BOWL,2010,51,B,1,2.1,1
22702,BLACK AND WHITE CAT BOWL,2011,1,B,25,17.7,2
22702,BLACK AND WHITE CAT BOWL,2011,2,B,19,43.73,4
22702,BLACK AND WHITE CAT BOWL,2011,3,B,24,15.6,1
22702,BLACK AND WHITE CAT BOWL,2011,4,B,6,12.6,1
22702,BLACK AND WHITE CAT BOWL,2011,6,B,6,12.6,1
22702,BLACK AND WHITE CAT BOWL,2011,8,B,48,40.8,1
22702,BLACK AND WHITE CAT BOWL,2011,12,B,26,61.800000000000004,2
22702,BLACK AND WHITE CAT BOWL,2011,14,B,7,14.7,2
22702,BLACK AND WHITE CAT BOWL,2011,15,B,6,12.6,1
22702,BLACK AND WHITE CAT BOWL,2011,16,B,7,14.7,2
22702,BLACK AND WHITE CAT BOWL,2011,18,B,72,61.2,1
22702,BLACK AND WHITE CAT BOWL,2011,19,B,2,4.2,1
22702,BLACK AND WHITE CAT BOWL,2011,21,B,888,2131.2,1
22702,BLACK AND WHITE CAT BOWL,2011,23,B,5,10.5,2
22702,BLACK AND WHITE CAT BOWL,2011,24,B,6,12.6,1
22702,BLACK AND WHITE CAT BOWL,2011,27,B,1,2.1,1
22702,BLACK AND WHITE CAT BOWL,2011,28,B,2,4.2,2
22702,BLACK AND WHITE CAT BOWL,2011,30,B,1,2.1,1
22702,BLACK AND WHITE CAT BOWL,2011,31,B,6,12.6,1
22702,BLACK AND WHITE CAT BOWL,2011,32,B,12,25.2,1
22702,BLACK AND WHITE CAT BOWL,2011,33,B,1,2.1,1
22702,BLACK AND WHITE CAT BOWL,2011,34,B,1,2.1,1
22702,BLACK AND WHITE CAT BOWL,2011,38,B,6,12.6,1
22702,BLACK AND WHITE CAT BOWL,2011,41,B,6,12.6,1
22702,BLACK AND WHITE CAT BOWL,2011,44,B,3,6.300000000000001,2
22702,BLACK AND WHITE CAT BOWL,2011,47,B,2,4.2,1
22702,BLACK AND WHITE CAT BOWL,2011,48,B,4,16.52,4
22703,PINK CAT BOWL,2010,49,C,1,2.1,1
22703,PINK CAT BOWL,2010,50,C,1,4.21,1
22703,PINK CAT BOWL,2010,51,C,1,4.21,1
22703,PINK CAT BOWL,2011,2,C,45,105.53,5
22703,PINK CAT BOWL,2011,4,C,2,4.2,1
22703,PINK CAT BOWL,2011,5,C,7,14.7,2
22703,PINK CAT BOWL,2011,7,C,1,4.13,1
22703,PINK CAT BOWL,2011,11,C,7,16.73,2
22703,PINK CAT BOWL,2011,12,C,2,4.2,1
22703,PINK CAT BOWL,2011,13,C,1,2.1,1
22703,PINK CAT BOWL,2011,15,C,2,8.26,1
22703,PINK CAT BOWL,2011,16,C,1,2.1,1
22703,PINK CAT BOWL,2011,17,C,2,4.2,1
22703,PINK CAT BOWL,2011,19,C,6,12.6,1
22703,PINK CAT BOWL,2011,22,C,1,2.1,1
22703,PINK CAT BOWL,2011,26,C,12,19.56,2
22703,PINK CAT BOWL,2011,27,C,11,17.93,6
22703,PINK CAT BOWL,2011,28,C,5,8.149999999999999,3
22703,PINK CAT BOWL,2011,29,C,11,20.75,5
22703,PINK CAT BOWL,2011,30,C,1,2.1,1
22703,PINK CAT BOWL,2011,31,C,7,14.7,1
22703,PINK CAT BOWL,2011,33,C,1,2.1,1
22703,PINK CAT BOWL,2011,35,C,7,11.41,5
22703,PINK CAT BOWL,2011,36,C,10,16.299999999999997,6
22703,PINK CAT BOWL,2011,37,C,9,14.669999999999998,4
22703,PINK CAT BOWL,2011,38,C,8,13.04,4
22703,PINK CAT BOWL,2011,39,C,4,6.99,4
22703,PINK CAT BOWL,2011,40,C,5,8.149999999999999,4
22703,PINK CAT BOWL,2011,41,C,9,14.669999999999998,4
22703,PINK CAT BOWL,2011,42,C,5,8.62,3
22703,PINK CAT BOWL,2011,43,C,6,10.25,4
22703,PINK CAT BOWL,2011,44,C,14,22.82,4
22703,PINK CAT BOWL,2011,45,C,4,6.52,3
22703,PINK CAT BOWL,2011,46,C,15,24.919999999999998,6
22703,PINK CAT BOWL,2011,47,C,20,33.07,7
22703,PINK CAT BOWL,2011,48,C,26,35.1,9
22703,PINK CAT BOWL,2011,49,C,90,80.14,16
22704,WRAP RED APPLES,2010,48,B,50,21.0,2
22704,WRAP RED APPLES,2010,49,B,75,31.5,3
22704,WRAP RED APPLES,2010,50,B,75,31.5,3
22704,WRAP RED APPLES,2011,1,B,150,63.0,6
22704,WRAP RED APPLES,2011,2,B,75,31.5,3
22704,WRAP RED APPLES,2011,3,B,25,10.5,1
22704,WRAP RED APPLES,2011,4,B,125,52.5,5
22704,WRAP RED APPLES,2011,5,B,75,31.5,3
22704,WRAP RED APPLES,2011,6,B,50,21.0,2
22704,WRAP RED APPLES,2011,7,B,25,10.5,1
22704,WRAP RED APPLES,2011,8,B,175,73.5,7
22704,WRAP RED APPLES,2011,9,B,50,21.0,2
22704,WRAP RED APPLES,2011,10,B,75,31.5,3
22704,WRAP RED APPLES,2011,11,B,125,52.5,3
22704,WRAP RED APPLES,2011,12,B,25,10.5,1
22704,WRAP RED APPLES,2011,13,B,75,31.5,3
22704,WRAP RED APPLES,2011,14,B,25,10.5,1
22704,WRAP RED APPLES,2011,15,B,25,10.5,1
22704,WRAP RED APPLES,2011,16,B,50,21.0,2
22704,WRAP RED APPLES,2011,17,B,50,21.0,2
22704,WRAP RED APPLES,2011,18,B,225,78.5,2
22704,WRAP RED APPLES,2011,19,B,175,73.5,6
22704,WRAP RED APPLES,2011,20,B,100,42.0,4
22704,WRAP RED APPLES,2011,21,B,25,10.5,1
22704,WRAP RED APPLES,2011,22,B,125,52.5,4
22704,WRAP RED APPLES,2011,23,B,75,31.5,3
22704,WRAP RED APPLES,2011,24,B,528,189.76,6
22704,WRAP RED APPLES,2011,25,B,100,42.0,4
22704,WRAP RED APPLES,2011,26,B,100,42.0,4
22704,WRAP RED APPLES,2011,27,B,75,31.5,2
22704,WRAP RED APPLES,2011,28,B,125,52.5,5
22704,WRAP RED APPLES,2011,29,B,200,84.0,8
22704,WRAP RED APPLES,2011,30,B,75,31.5,3
22704,WRAP RED APPLES,2011,31,B,100,42.0,3
22704,WRAP RED APPLES,2011,32,B,150,63.0,4
22704,WRAP RED APPLES,2011,33,B,75,31.5,3
22704,WRAP RED APPLES,2011,34,B,50,21.0,2
22704,WRAP RED APPLES,2011,35,B,75,31.5,3
22704,WRAP RED APPLES,2011,36,B,25,10.5,1
22704,WRAP RED APPLES,2011,37,B,175,73.5,5
22704,WRAP RED APPLES,2011,38,B,100,42.0,3
22704,WRAP RED APPLES,2011,39,B,100,42.0,4
22704,WRAP RED APPLES,2011,40,B,125,52.5,3
22704,WRAP RED APPLES,2011,41,B,75,31.5,3
22704,WRAP RED APPLES,2011,42,B,100,42.0,4
22704,WRAP RED APPLES,2011,43,B,225,94.5,7
22704,WRAP RED APPLES,2011,44,B,125,52.5,5
22704,WRAP RED APPLES,2011,45,B,100,42.0,4
22704,WRAP RED APPLES,2011,46,B,100,42.0,4
22704,WRAP RED APPLES,2011,47,B,50,21.0,2
22704,WRAP RED APPLES,2011,48,B,75,31.5,3
22704,WRAP RED APPLES,2011,49,B,125,52.5,5
22705,WRAP GREEN PEARS,2010,48,C,50,21.0,2
22705,WRAP GREEN PEARS,2010,49,C,75,31.5,3
22705,WRAP GREEN PEARS,2011,1,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,2,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,3,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,4,C,27,11.34,2
22705,WRAP GREEN PEARS,2011,8,C,75,31.5,3
22705,WRAP GREEN PEARS,2011,9,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,12,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,13,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,15,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,16,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,18,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,19,C,75,31.5,3
22705,WRAP GREEN PEARS,2011,20,C,125,52.5,5
22705,WRAP GREEN PEARS,2011,21,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,22,C,55,23.1,3
22705,WRAP GREEN PEARS,2011,23,C,75,31.5,3
22705,WRAP GREEN PEARS,2011,24,C,51,21.42,3
22705,WRAP GREEN PEARS,2011,25,C,75,31.5,3
22705,WRAP GREEN PEARS,2011,26,C,50,21.0,2
22705,WRAP GREEN PEARS,2011,28,C,50,21.0,2
22705,WRAP GREEN PEARS,2011,29,C,75,31.5,3
22705,WRAP GREEN PEARS,2011,30,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,32,C,125,52.5,4
22705,WRAP GREEN PEARS,2011,34,C,75,31.5,3
22705,WRAP GREEN PEARS,2011,36,C,75,31.5,3
22705,WRAP GREEN PEARS,2011,37,C,50,21.0,1
22705,WRAP GREEN PEARS,2011,38,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,39,C,50,21.0,2
22705,WRAP GREEN PEARS,2011,41,C,50,21.0,2
22705,WRAP GREEN PEARS,2011,42,C,50,21.0,2
22705,WRAP GREEN PEARS,2011,43,C,125,52.5,5
22705,WRAP GREEN PEARS,2011,44,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,45,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,46,C,50,21.0,2
22705,WRAP GREEN PEARS,2011,48,C,25,10.5,1
22705,WRAP GREEN PEARS,2011,49,C,25,10.5,1
22706,WRAP COWBOYS,2010,48,B,25,10.5,1
22706,WRAP COWBOYS,2010,49,B,25,10.5,1
22706,WRAP COWBOYS,2010,50,B,50,21.0,1
22706,WRAP COWBOYS,2010,51,B,25,10.5,1
22706,WRAP COWBOYS,2011,4,B,100,42.0,4
22706,WRAP COWBOYS,2011,6,B,79,33.18,4
22706,WRAP COWBOYS,2011,7,B,25,10.5,1
22706,WRAP COWBOYS,2011,9,B,50,21.0,2
22706,WRAP COWBOYS,2011,12,B,25,10.5,1
22706,WRAP COWBOYS,2011,14,B,50,21.0,2
22706,WRAP COWBOYS,2011,15,B,75,31.5,3
22706,WRAP COWBOYS,2011,17,B,25,10.5,1
22706,WRAP COWBOYS,2011,19,B,125,52.5,5
22706,WRAP COWBOYS,2011,20,B,25,10.5,1
22706,WRAP COWBOYS,2011,21,B,50,21.0,2
22706,WRAP COWBOYS,2011,23,B,75,31.5,3
22706,WRAP COWBOYS,2011,24,B,78,32.76,3
22706,WRAP COWBOYS,2011,25,B,125,52.5,4
22706,WRAP COWBOYS,2011,26,B,25,10.5,1
22706,WRAP COWBOYS,2011,27,B,125,52.5,4
22706,WRAP COWBOYS,2011,28,B,325,120.5,6
22706,WRAP COWBOYS,2011,29,B,25,10.5,1
22706,WRAP COWBOYS,2011,34,B,50,21.0,2
22706,WRAP COWBOYS,2011,35,B,25,10.5,1
22706,WRAP COWBOYS,2011,36,B,25,10.5,1
22706,WRAP COWBOYS,2011,38,B,50,21.0,2
22706,WRAP COWBOYS,2011,39,B,50,21.0,2
22706,WRAP COWBOYS,2011,40,B,25,10.5,1
22706,WRAP COWBOYS,2011,41,B,50,21.0,2
22706,WRAP COWBOYS,2011,42,B,125,52.5,3
22706,WRAP COWBOYS,2011,47,B,25,10.5,1
22706,WRAP COWBOYS,2011,48,B,50,21.0,2
22706,WRAP COWBOYS,2011,49,B,50,21.0,2
22707,WRAP MONSTER FUN,2010,50,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,1,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,3,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,5,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,6,C,29,12.18,2
22707,WRAP MONSTER FUN,2011,9,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,13,C,50,21.0,1
22707,WRAP MONSTER FUN,2011,14,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,15,C,75,31.5,3
22707,WRAP MONSTER FUN,2011,17,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,19,C,125,52.5,5
22707,WRAP MONSTER FUN,2011,21,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,22,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,24,C,3,1.26,1
22707,WRAP MONSTER FUN,2011,25,C,50,21.0,1
22707,WRAP MONSTER FUN,2011,26,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,27,C,50,21.0,1
22707,WRAP MONSTER FUN,2011,28,C,50,21.0,2
22707,WRAP MONSTER FUN,2011,29,C,50,21.0,2
22707,WRAP MONSTER FUN,2011,30,C,50,21.0,2
22707,WRAP MONSTER FUN,2011,31,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,32,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,34,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,35,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,37,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,39,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,40,C,25,10.5,1
22707,WRAP MONSTER FUN,2011,42,C,75,31.5,3
22707,WRAP MONSTER FUN,2011,44,C,50,21.0,2
22707,WRAP MONSTER FUN,2011,45,C,50,21.0,2
22707,WRAP MONSTER FUN,2011,47,C,75,31.5,3
22707,WRAP MONSTER FUN,2011,48,C,50,21.0,2
22708,WRAP DOLLY GIRL,2010,49,B,50,21.0,2
22708,WRAP DOLLY GIRL,2010,50,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,1,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,2,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,3,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,4,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,5,B,75,31.5,3
22708,WRAP DOLLY GIRL,2011,6,B,75,31.5,3
22708,WRAP DOLLY GIRL,2011,8,B,75,31.5,3
22708,WRAP DOLLY GIRL,2011,9,B,225,78.5,2
22708,WRAP DOLLY GIRL,2011,10,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,11,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,12,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,13,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,14,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,15,B,75,31.5,3
22708,WRAP DOLLY GIRL,2011,17,B,75,31.5,3
22708,WRAP DOLLY GIRL,2011,19,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,20,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,21,B,75,31.5,3
22708,WRAP DOLLY GIRL,2011,24,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,25,B,175,73.5,7
22708,WRAP DOLLY GIRL,2011,26,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,27,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,28,B,100,42.0,3
22708,WRAP DOLLY GIRL,2011,29,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,31,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,32,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,33,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,34,B,100,42.0,4
22708,WRAP DOLLY GIRL,2011,35,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,37,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,38,B,100,42.0,4
22708,WRAP DOLLY GIRL,2011,39,B,75,31.5,2
22708,WRAP DOLLY GIRL,2011,40,B,100,42.0,4
22708,WRAP DOLLY GIRL,2011,41,B,75,31.5,3
22708,WRAP DOLLY GIRL,2011,42,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,43,B,100,42.0,4
22708,WRAP DOLLY GIRL,2011,44,B,75,31.5,3
22708,WRAP DOLLY GIRL,2011,45,B,25,10.5,1
22708,WRAP DOLLY GIRL,2011,46,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,47,B,250,105.0,7
22708,WRAP DOLLY GIRL,2011,48,B,50,21.0,2
22708,WRAP DOLLY GIRL,2011,49,B,50,21.0,2
22709,WRAP WEDDING DAY,2011,1,C,50,21.0,2
22709,WRAP WEDDING DAY,2011,4,C,50,21.0,2
22709,WRAP WEDDING DAY,2011,6,C,50,21.0,2
22709,WRAP WEDDING DAY,2011,7,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,9,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,13,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,14,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,15,C,50,21.0,2
22709,WRAP WEDDING DAY,2011,17,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,18,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,20,C,50,21.0,2
22709,WRAP WEDDING DAY,2011,21,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,22,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,23,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,24,C,200,68.0,1
22709,WRAP WEDDING DAY,2011,25,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,27,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,28,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,29,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,30,C,50,21.0,2
22709,WRAP WEDDING DAY,2011,32,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,33,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,34,C,50,21.0,2
22709,WRAP WEDDING DAY,2011,35,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,37,C,200,72.0,1
22709,WRAP WEDDING DAY,2011,38,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,39,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,40,C,50,21.0,2
22709,WRAP WEDDING DAY,2011,42,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,43,C,25,10.5,1
22709,WRAP WEDDING DAY,2011,49,C,25,10.5,1
22710,WRAP I LOVE LONDON,2010,49,B,25,10.5,1
22710,WRAP I LOVE LONDON,2010,50,B,125,52.5,4
22710,WRAP I LOVE LONDON,2011,1,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,2,B,75,31.5,3
22710,WRAP I LOVE LONDON,2011,3,B,400,136.0,1
22710,WRAP I LOVE LONDON,2011,4,B,225,94.5,5
22710,WRAP I LOVE LONDON,2011,5,B,225,78.5,2
22710,WRAP I LOVE LONDON,2011,6,B,100,42.0,4
22710,WRAP I LOVE LONDON,2011,7,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,9,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,11,B,50,21.0,2
22710,WRAP I LOVE LONDON,2011,12,B,125,52.5,4
22710,WRAP I LOVE LONDON,2011,13,B,125,52.5,4
22710,WRAP I LOVE LONDON,2011,14,B,51,21.42,3
22710,WRAP I LOVE LONDON,2011,15,B,250,89.0,3
22710,WRAP I LOVE LONDON,2011,16,B,50,21.0,2
22710,WRAP I LOVE LONDON,2011,17,B,100,42.0,3
22710,WRAP I LOVE LONDON,2011,18,B,50,21.0,2
22710,WRAP I LOVE LONDON,2011,19,B,50,21.0,2
22710,WRAP I LOVE LONDON,2011,20,B,75,31.5,3
22710,WRAP I LOVE LONDON,2011,21,B,50,21.0,2
22710,WRAP I LOVE LONDON,2011,23,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,24,B,275,99.5,3
22710,WRAP I LOVE LONDON,2011,26,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,27,B,50,21.0,2
22710,WRAP I LOVE LONDON,2011,28,B,50,21.0,1
22710,WRAP I LOVE LONDON,2011,29,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,30,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,31,B,75,31.5,3
22710,WRAP I LOVE LONDON,2011,32,B,100,42.0,4
22710,WRAP I LOVE LONDON,2011,33,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,34,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,35,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,37,B,50,21.0,2
22710,WRAP I LOVE LONDON,2011,38,B,75,31.5,3
22710,WRAP I LOVE LONDON,2011,39,B,125,52.5,5
22710,WRAP I LOVE LONDON,2011,40,B,650,237.0,3
22710,WRAP I LOVE LONDON,2011,42,B,75,31.5,1
22710,WRAP I LOVE LONDON,2011,43,B,225,94.5,3
22710,WRAP I LOVE LONDON,2011,44,B,25,10.5,1
22710,WRAP I LOVE LONDON,2011,45,B,75,31.5,3
22710,WRAP I LOVE LONDON,2011,46,B,75,31.5,3
22710,WRAP I LOVE LONDON,2011,47,B,100,42.0,4
22710,WRAP I LOVE LONDON,2011,48,B,50,21.0,2
22710,WRAP I LOVE LONDON,2011,49,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2010,50,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2010,51,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,1,B,175,73.5,7
22711,WRAP CIRCUS PARADE,2011,3,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,4,B,50,21.0,2
22711,WRAP CIRCUS PARADE,2011,5,B,50,21.0,2
22711,WRAP CIRCUS PARADE,2011,7,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,8,B,75,31.5,1
22711,WRAP CIRCUS PARADE,2011,9,B,50,21.0,2
22711,WRAP CIRCUS PARADE,2011,11,B,125,52.5,5
22711,WRAP CIRCUS PARADE,2011,12,B,100,42.0,4
22711,WRAP CIRCUS PARADE,2011,13,B,100,42.0,3
22711,WRAP CIRCUS PARADE,2011,14,B,27,11.34,2
22711,WRAP CIRCUS PARADE,2011,15,B,125,52.5,5
22711,WRAP CIRCUS PARADE,2011,17,B,50,21.0,2
22711,WRAP CIRCUS PARADE,2011,18,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,19,B,275,115.5,11
22711,WRAP CIRCUS PARADE,2011,20,B,75,31.5,3
22711,WRAP CIRCUS PARADE,2011,22,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,23,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,24,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,25,B,75,31.5,3
22711,WRAP CIRCUS PARADE,2011,27,B,100,42.0,4
22711,WRAP CIRCUS PARADE,2011,28,B,75,31.5,3
22711,WRAP CIRCUS PARADE,2011,29,B,200,68.0,1
22711,WRAP CIRCUS PARADE,2011,30,B,50,21.0,2
22711,WRAP CIRCUS PARADE,2011,31,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,32,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,33,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,34,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,35,B,100,42.0,4
22711,WRAP CIRCUS PARADE,2011,36,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,38,B,75,31.5,3
22711,WRAP CIRCUS PARADE,2011,39,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,40,B,75,31.5,3
22711,WRAP CIRCUS PARADE,2011,41,B,25,10.5,1
22711,WRAP CIRCUS PARADE,2011,42,B,100,42.0,2
22711,WRAP CIRCUS PARADE,2011,43,B,150,63.0,4
22711,WRAP CIRCUS PARADE,2011,44,B,75,31.5,3
22711,WRAP CIRCUS PARADE,2011,45,B,75,31.5,3
22711,WRAP CIRCUS PARADE,2011,48,B,50,21.0,2
22711,WRAP CIRCUS PARADE,2011,49,B,75,31.5,2
22712,CARD DOLLY GIRL,2010,48,B,62,26.9,6
22712,CARD DOLLY GIRL,2010,49,B,21,9.23,8
22712,CARD DOLLY GIRL,2010,50,B,3,1.26,1
22712,CARD DOLLY GIRL,2011,5,B,12,5.04,1
22712,CARD DOLLY GIRL,2011,11,B,8,3.36,1
22712,CARD DOLLY GIRL,2011,13,B,193,72.83,6
22712,CARD DOLLY GIRL,2011,14,B,61,26.03,4
22712,CARD DOLLY GIRL,2011,15,B,132,55.44,11
22712,CARD DOLLY GIRL,2011,16,B,45,21.77,7
22712,CARD DOLLY GIRL,2011,17,B,38,16.78,4
22712,CARD DOLLY GIRL,2011,18,B,51,22.65,6
22712,CARD DOLLY GIRL,2011,19,B,316,121.4,11
22712,CARD DOLLY GIRL,2011,20,B,412,157.4,14
22712,CARD DOLLY GIRL,2011,21,B,68,31.84,9
22712,CARD DOLLY GIRL,2011,22,B,53,24.31,7
22712,CARD DOLLY GIRL,2011,23,B,50,21.82,6
22712,CARD DOLLY GIRL,2011,24,B,397,149.87,11
22712,CARD DOLLY GIRL,2011,25,B,77,34.39,10
22712,CARD DOLLY GIRL,2011,26,B,147,58.65,7
22712,CARD DOLLY GIRL,2011,27,B,80,36.88,11
22712,CARD DOLLY GIRL,2011,28,B,52,23.48,7
22712,CARD DOLLY GIRL,2011,29,B,17,9.19,5
22712,CARD DOLLY GIRL,2011,30,B,74,31.9,8
22712,CARD DOLLY GIRL,2011,31,B,50,21.82,5
22712,CARD DOLLY GIRL,2011,32,B,207,79.53,9
22712,CARD DOLLY GIRL,2011,33,B,48,20.16,3
22712,CARD DOLLY GIRL,2011,34,B,168,66.24000000000001,9
22712,CARD DOLLY GIRL,2011,35,B,24,15.0,9
22712,CARD DOLLY GIRL,2011,36,B,124,53.72,12
22712,CARD DOLLY GIRL,2011,37,B,48,20.16,4
22712,CARD DOLLY GIRL,2011,38,B,245,96.31,14
22712,CARD DOLLY GIRL,2011,39,B,98,41.980000000000004,7
22712,CARD DOLLY GIRL,2011,40,B,40,18.44,7
22712,CARD DOLLY GIRL,2011,41,B,87,37.77,9
22712,CARD DOLLY GIRL,2011,42,B,204,77.04,6
22712,CARD DOLLY GIRL,2011,43,B,87,37.77,8
22712,CARD DOLLY GIRL,2011,44,B,43,20.93,5
22712,CARD DOLLY GIRL,2011,45,B,69,32.67,10
22712,CARD DOLLY GIRL,2011,46,B,49,25.91,8
22712,CARD DOLLY GIRL,2011,47,B,225,98.19,12
22712,CARD DOLLY GIRL,2011,48,B,44,21.76,7
22712,CARD DOLLY GIRL,2011,49,B,254,94.54,7
22713,CARD I LOVE LONDON,2010,48,B,52,23.560000000000002,5
